Transaction ID,Promotion Type,Promotional Period
TXN_1972,No Promotion,
TXN_1973,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1974,No Promotion,
TXN_1975,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1976,10% Off,2024-03-01 to 2024-03-31
TXN_1977,No Promotion,
TXN_1978,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1979,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1980,No Promotion,
TXN_1981,No Promotion,
TXN_1982,No Promotion,
TXN_1983,No Promotion,
TXN_1984,10% Off,2024-03-01 to 2024-03-31
TXN_1985,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1986,No Promotion,
TXN_1987,No Promotion,
TXN_1988,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1989,10% Off,2023-07-01 to 2023-07-15
TXN_1990,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1991,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1992,No Promotion,
TXN_1993,No Promotion,
TXN_1994,10% Off,2023-02-01 to 2023-02-15
TXN_1995,No Promotion,
TXN_1996,No Promotion,
TXN_1997,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1998,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1999,No Promotion,
TXN_2000,No Promotion,
